sequenceID	source.name	genotype	length
MF448549	ncbi-curated-short	ECSA	555
MF448550	ncbi-curated-short	ECSA	555
MF448551	ncbi-curated-short	ECSA	555
MF448552	ncbi-curated-short	ECSA	555
MF448553	ncbi-curated-short	ECSA	555
MF573001	ncbi-curated-short	ECSA	1317
MF573002	ncbi-curated-short	ECSA	1317
MF573003	ncbi-curated-short	ECSA	1317
MF573004	ncbi-curated-short	ECSA	1317
MF573005	ncbi-curated-short	ECSA	1317
MF573006	ncbi-curated-short	ECSA	1317
MF573007	ncbi-curated-short	ECSA	1317
MF573008	ncbi-curated-short	ECSA	1317
MF573009	ncbi-curated-short	ECSA	1317
MF573010	ncbi-curated-short	ECSA	1317
MF573011	ncbi-curated-short	ECSA	1317
MF682980	ncbi-curated-short	Asian	1386
MF682981	ncbi-curated-short	Asian	1386
MF682982	ncbi-curated-short	Asian	1386
MF682983	ncbi-curated-short	Asian	1386
MF682984	ncbi-curated-short	Asian	1386
MF682985	ncbi-curated-short	Asian	1386
MF682986	ncbi-curated-short	Asian	1386
MF696157	ncbi-curated-short	ECSA	1386
MF696158	ncbi-curated-short	ECSA	1386
MF696159	ncbi-curated-short	Asian	1386
MF696160	ncbi-curated-short	Asian	1386
MF740875	ncbi-curated-short	ECSA	1320
MF740876	ncbi-curated-short	ECSA	1320
MF740877	ncbi-curated-short	ECSA	1320
MF740878	ncbi-curated-short	ECSA	1320
MF740879	ncbi-curated-short	ECSA	1320
MF740880	ncbi-curated-short	ECSA	1320
MF740881	ncbi-curated-short	ECSA	1320
MF774598	ncbi-curated-short	ECSA	567
MF774599	ncbi-curated-short	ECSA	567
MF774600	ncbi-curated-short	ECSA	567
MF774601	ncbi-curated-short	ECSA	567
MF774602	ncbi-curated-short	ECSA	567
MF774603	ncbi-curated-short	ECSA	567
MF774604	ncbi-curated-short	ECSA	567
MF774605	ncbi-curated-short	ECSA	567
MF774606	ncbi-curated-short	ECSA	567
MF774608	ncbi-curated-short	ECSA	564
MF988056	ncbi-curated-short	ECSA	738
MF988057	ncbi-curated-short	ECSA	738
MF988058	ncbi-curated-short	ECSA	738
MG262526	ncbi-curated-short	ECSA	546
MG262527	ncbi-curated-short	ECSA	546
MG271970	ncbi-curated-short	Asian	1140
MG271971	ncbi-curated-short	Asian	1140
MG271972	ncbi-curated-short	Asian	1140
MG271973	ncbi-curated-short	Asian	1140
MG271974	ncbi-curated-short	Asian	1140
MG516709	ncbi-curated-short	ECSA	813
MG516710	ncbi-curated-short	ECSA	813
MG516711	ncbi-curated-short	ECSA	813
MG525024	ncbi-curated-short	Asian	1320
MG525025	ncbi-curated-short	Asian	1320
MG525026	ncbi-curated-short	Asian	1320
MG525027	ncbi-curated-short	Asian	1320
MG525028	ncbi-curated-short	Asian	1320
MG525029	ncbi-curated-short	Asian	1320
MG525030	ncbi-curated-short	Asian	1320
MG525031	ncbi-curated-short	Asian	1320
MG525032	ncbi-curated-short	Asian	1320
MG525033	ncbi-curated-short	Asian	1320
MG697262	ncbi-curated-short	ECSA	1320
MG697263	ncbi-curated-short	ECSA	1320
MG697264	ncbi-curated-short	ECSA	1320
MG697265	ncbi-curated-short	ECSA	1320
MG697266	ncbi-curated-short	ECSA	1320
MG697267	ncbi-curated-short	ECSA	1320
MG697268	ncbi-curated-short	ECSA	1320
MG697269	ncbi-curated-short	ECSA	1320
MG697270	ncbi-curated-short	ECSA	1320
MG697271	ncbi-curated-short	ECSA	1320
MG697272	ncbi-curated-short	ECSA	1320
MG697273	ncbi-curated-short	ECSA	1320
MG697274	ncbi-curated-short	ECSA	1320
MG697275	ncbi-curated-short	ECSA	1320
MG697276	ncbi-curated-short	ECSA	1320
MG697277	ncbi-curated-short	ECSA	1320
MG697278	ncbi-curated-short	ECSA	1320
MG697279	ncbi-curated-short	ECSA	1320
MG697280	ncbi-curated-short	ECSA	1320
MG697281	ncbi-curated-short	ECSA	1320
MG697282	ncbi-curated-short	ECSA	1320
MG822707	ncbi-curated-short	Asian	3747
MG822708	ncbi-curated-short	Asian	3747
MG902894	ncbi-curated-short	ECSA	1159
MG902895	ncbi-curated-short	ECSA	1159
MG902896	ncbi-curated-short	ECSA	1161
MG902897	ncbi-curated-short	ECSA	1156
MG902898	ncbi-curated-short	ECSA	1156
MG902899	ncbi-curated-short	ECSA	1159
MG902900	ncbi-curated-short	ECSA	1161
MG902901	ncbi-curated-short	ECSA	1151
MG902902	ncbi-curated-short	ECSA	1153
MG902903	ncbi-curated-short	ECSA	1158
MG902904	ncbi-curated-short	ECSA	1153
MG902905	ncbi-curated-short	ECSA	1156
MG902906	ncbi-curated-short	ECSA	1156
MG902907	ncbi-curated-short	ECSA	1161
MG902908	ncbi-curated-short	ECSA	1159
MG902909	ncbi-curated-short	ECSA	1159
MG902910	ncbi-curated-short	ECSA	1159
MG902911	ncbi-curated-short	ECSA	1157
MG967248	ncbi-curated-short	Asian	1320
MG967249	ncbi-curated-short	Asian	1320
MG967250	ncbi-curated-short	Asian	1320
MG967251	ncbi-curated-short	Asian	1320
MG967252	ncbi-curated-short	Asian	1320
MG967253	ncbi-curated-short	Asian	1320
MG967254	ncbi-curated-short	Asian	1320
MG967255	ncbi-curated-short	Asian	1320
MG967256	ncbi-curated-short	Asian	1320
MG967257	ncbi-curated-short	Asian	1320
MG967258	ncbi-curated-short	Asian	1320
MG967259	ncbi-curated-short	Asian	1320
MG967260	ncbi-curated-short	Asian	1320
MG967261	ncbi-curated-short	Asian	1320
MG967262	ncbi-curated-short	Asian	1140
MG967263	ncbi-curated-short	Asian	1107
MG967264	ncbi-curated-short	Asian	1122
MG967265	ncbi-curated-short	Asian	1131
MG967266	ncbi-curated-short	Asian	1131
MG967267	ncbi-curated-short	Asian	1185
MG967268	ncbi-curated-short	Asian	1185
MG967269	ncbi-curated-short	Asian	1185
MG967270	ncbi-curated-short	Asian	1185
MG967271	ncbi-curated-short	Asian	1185
MH135268	ncbi-curated-short	ECSA	733
MH135269	ncbi-curated-short	ECSA	733
MH135270	ncbi-curated-short	ECSA	733
MH135271	ncbi-curated-short	ECSA	733
MH135272	ncbi-curated-short	ECSA	733
MH135273	ncbi-curated-short	ECSA	733
MH135274	ncbi-curated-short	ECSA	733
MH135275	ncbi-curated-short	ECSA	733
MH215572	ncbi-curated-short	ECSA	1014
MH215573	ncbi-curated-short	ECSA	1014
MH215574	ncbi-curated-short	ECSA	1014
MH215575	ncbi-curated-short	ECSA	1014
MH215576	ncbi-curated-short	ECSA	1014
MH215577	ncbi-curated-short	ECSA	1014
MH215578	ncbi-curated-short	ECSA	1014
MH215579	ncbi-curated-short	ECSA	1014
MH215580	ncbi-curated-short	ECSA	1014
MH215581	ncbi-curated-short	ECSA	1014
MH347340	ncbi-curated-short	ECSA	1270
MH347341	ncbi-curated-short	ECSA	1270
MH347342	ncbi-curated-short	ECSA	1270
MH347343	ncbi-curated-short	ECSA	1270
MH347344	ncbi-curated-short	ECSA	1270
MH347345	ncbi-curated-short	ECSA	1270
MH347346	ncbi-curated-short	ECSA	1317
MH358395	ncbi-curated-short	ECSA	1270
MH378406	ncbi-curated-short	Asian	1317
MH378407	ncbi-curated-short	Asian	1317
MH378408	ncbi-curated-short	Asian	1317
MH378409	ncbi-curated-short	Asian	1317
MH378410	ncbi-curated-short	Asian	1317
MH378411	ncbi-curated-short	Asian	1317
MH378412	ncbi-curated-short	Asian	1317
MH378413	ncbi-curated-short	Asian	1317
MH379096	ncbi-curated-short	ECSA	777
MH379097	ncbi-curated-short	ECSA	777
MH379098	ncbi-curated-short	ECSA	777
MH379099	ncbi-curated-short	ECSA	777
MH379100	ncbi-curated-short	ECSA	777
MH379101	ncbi-curated-short	ECSA	777
MH379102	ncbi-curated-short	ECSA	777
MH379103	ncbi-curated-short	ECSA	777
MH379104	ncbi-curated-short	ECSA	777
MH379105	ncbi-curated-short	ECSA	777
MH423811	ncbi-curated-short	ECSA	3661
MH444769	ncbi-curated-short	ECSA	1172
MH444770	ncbi-curated-short	ECSA	1172
MH444771	ncbi-curated-short	ECSA	1172
MH444772	ncbi-curated-short	ECSA	1172
MH444773	ncbi-curated-short	ECSA	1172
MH444774	ncbi-curated-short	ECSA	1172
MH444775	ncbi-curated-short	ECSA	1172
MH444776	ncbi-curated-short	ECSA	1172
MH444777	ncbi-curated-short	ECSA	1172
MH444778	ncbi-curated-short	ECSA	1172
MH444779	ncbi-curated-short	ECSA	1172
MH481881	ncbi-curated-short	Asian	2772
MH481882	ncbi-curated-short	Asian	2772
MH481883	ncbi-curated-short	Asian	2772
MH481884	ncbi-curated-short	Asian	2772
MH481885	ncbi-curated-short	Asian	2772
MH481886	ncbi-curated-short	Asian	2772
MH481887	ncbi-curated-short	Asian	2772
MH481888	ncbi-curated-short	Asian	2772
MH481889	ncbi-curated-short	Asian	2772
MH481890	ncbi-curated-short	Asian	2772
MH481891	ncbi-curated-short	Asian	2772
MH481892	ncbi-curated-short	Asian	2772
MH481893	ncbi-curated-short	Asian	2772
MH481894	ncbi-curated-short	Asian	2772
MH481895	ncbi-curated-short	Asian	2772
MH481896	ncbi-curated-short	Asian	2772
MH481897	ncbi-curated-short	Asian	2772
MH481898	ncbi-curated-short	Asian	2772
MH481899	ncbi-curated-short	Asian	2772
MH481900	ncbi-curated-short	Asian	2772
MH500794	ncbi-curated-short	Asian	1320
MH500795	ncbi-curated-short	Asian	1320
MH500796	ncbi-curated-short	Asian	1320
MH500797	ncbi-curated-short	Asian	1320
MH500798	ncbi-curated-short	Asian	1320
MH548366	ncbi-curated-short	ECSA	1884
MH548367	ncbi-curated-short	ECSA	1869
MH548368	ncbi-curated-short	ECSA	1827
MH548369	ncbi-curated-short	ECSA	1869
MH548370	ncbi-curated-short	ECSA	1869
MH647219	ncbi-curated-short	ECSA	1320
MH647220	ncbi-curated-short	ECSA	1320
MH647221	ncbi-curated-short	ECSA	1320
MH647222	ncbi-curated-short	ECSA	1320
MH647223	ncbi-curated-short	ECSA	1320
MH647224	ncbi-curated-short	ECSA	1320
MH647225	ncbi-curated-short	ECSA	1320
MH647226	ncbi-curated-short	ECSA	1320
MH647227	ncbi-curated-short	ECSA	1320
MH647228	ncbi-curated-short	ECSA	1320
MH647229	ncbi-curated-short	ECSA	1320
MH647230	ncbi-curated-short	ECSA	1320
MH647231	ncbi-curated-short	ECSA	1320
MH647232	ncbi-curated-short	ECSA	1320
MH647233	ncbi-curated-short	ECSA	1320
MH647234	ncbi-curated-short	ECSA	1320
MH647235	ncbi-curated-short	ECSA	1320
MH647236	ncbi-curated-short	ECSA	1320
MH647237	ncbi-curated-short	ECSA	1320
MH647238	ncbi-curated-short	ECSA	1320
MH647239	ncbi-curated-short	ECSA	1320
MH647240	ncbi-curated-short	ECSA	1320
MH647241	ncbi-curated-short	ECSA	1320
MH647242	ncbi-curated-short	ECSA	1320
MH647243	ncbi-curated-short	ECSA	1320
MH647244	ncbi-curated-short	ECSA	1320
MH647245	ncbi-curated-short	ECSA	1320
MH647246	ncbi-curated-short	ECSA	1320
MH647247	ncbi-curated-short	ECSA	1320
MH647248	ncbi-curated-short	ECSA	1320
MH647249	ncbi-curated-short	ECSA	1320
MH647250	ncbi-curated-short	ECSA	1320
MH647251	ncbi-curated-short	ECSA	1320
MH647252	ncbi-curated-short	ECSA	1320
MH647253	ncbi-curated-short	ECSA	1320
MH647254	ncbi-curated-short	ECSA	1320
MH647255	ncbi-curated-short	ECSA	1320
MH647256	ncbi-curated-short	ECSA	1320
MH647257	ncbi-curated-short	ECSA	1320
MH647258	ncbi-curated-short	ECSA	1320
MH647259	ncbi-curated-short	ECSA	1320
MH647260	ncbi-curated-short	ECSA	1320
MH647261	ncbi-curated-short	ECSA	1320
MH647262	ncbi-curated-short	ECSA	1320
MH647263	ncbi-curated-short	ECSA	1320
MH647264	ncbi-curated-short	ECSA	1320
MH647265	ncbi-curated-short	ECSA	1320
MH647266	ncbi-curated-short	ECSA	1320
MH647267	ncbi-curated-short	ECSA	1320
MH647268	ncbi-curated-short	ECSA	1320
MH647269	ncbi-curated-short	ECSA	1320
MH647270	ncbi-curated-short	ECSA	1320
MH647271	ncbi-curated-short	ECSA	1320
MH647272	ncbi-curated-short	ECSA	1320
MH647273	ncbi-curated-short	ECSA	1320
MH647274	ncbi-curated-short	ECSA	1320
MH647275	ncbi-curated-short	ECSA	1320
MH647276	ncbi-curated-short	ECSA	1320
MH647277	ncbi-curated-short	ECSA	1320
MH647278	ncbi-curated-short	ECSA	1320
MH647279	ncbi-curated-short	ECSA	1320
MH647280	ncbi-curated-short	ECSA	1320
MH647281	ncbi-curated-short	ECSA	1320
MH647282	ncbi-curated-short	ECSA	1320
MH647283	ncbi-curated-short	ECSA	1320
MH647284	ncbi-curated-short	ECSA	1320
MH647285	ncbi-curated-short	ECSA	1320
MH647286	ncbi-curated-short	ECSA	1320
MH647287	ncbi-curated-short	ECSA	1320
MH647288	ncbi-curated-short	ECSA	1320
MH647289	ncbi-curated-short	ECSA	1320
MH647290	ncbi-curated-short	ECSA	1320
MH647291	ncbi-curated-short	ECSA	1320
MH647292	ncbi-curated-short	ECSA	1320
MH647293	ncbi-curated-short	ECSA	1320
MH647294	ncbi-curated-short	ECSA	1320
MH647295	ncbi-curated-short	ECSA	1320
MH647296	ncbi-curated-short	ECSA	1320
MH647297	ncbi-curated-short	ECSA	1320
MH647298	ncbi-curated-short	ECSA	1320
MH647299	ncbi-curated-short	ECSA	1320
MH647300	ncbi-curated-short	ECSA	1320
MH647301	ncbi-curated-short	ECSA	1320
MH647302	ncbi-curated-short	ECSA	1320
MH647303	ncbi-curated-short	ECSA	1320
MH647304	ncbi-curated-short	ECSA	1320
MH647305	ncbi-curated-short	ECSA	1320
MH647306	ncbi-curated-short	ECSA	1320
MH647307	ncbi-curated-short	ECSA	1320
MH647308	ncbi-curated-short	ECSA	1320
MH647309	ncbi-curated-short	ECSA	1320
MH647310	ncbi-curated-short	ECSA	1320
MH647311	ncbi-curated-short	ECSA	1320
MH647312	ncbi-curated-short	ECSA	1320
MH647313	ncbi-curated-short	ECSA	1320
MH647314	ncbi-curated-short	ECSA	1320
MH647315	ncbi-curated-short	ECSA	1320
MH647316	ncbi-curated-short	ECSA	1320
MH647317	ncbi-curated-short	ECSA	1320
MH647318	ncbi-curated-short	ECSA	1320
MH647319	ncbi-curated-short	ECSA	1320
MH647320	ncbi-curated-short	ECSA	1320
MH647321	ncbi-curated-short	ECSA	1320
MH647322	ncbi-curated-short	ECSA	1320
MH647323	ncbi-curated-short	ECSA	1320
MH647324	ncbi-curated-short	ECSA	1320
MH647325	ncbi-curated-short	ECSA	1320
MH647326	ncbi-curated-short	ECSA	1320
MH647327	ncbi-curated-short	ECSA	1320
MH647328	ncbi-curated-short	ECSA	1320
MH647329	ncbi-curated-short	ECSA	1320
MH647330	ncbi-curated-short	ECSA	1320
MH647331	ncbi-curated-short	ECSA	1320
MH647332	ncbi-curated-short	ECSA	1320
MH647333	ncbi-curated-short	ECSA	1320
MH647334	ncbi-curated-short	ECSA	1320
MH647335	ncbi-curated-short	ECSA	1320
MH647336	ncbi-curated-short	ECSA	1320
MH647337	ncbi-curated-short	ECSA	1320
MH647338	ncbi-curated-short	ECSA	1320
MH647339	ncbi-curated-short	ECSA	1320
MH647340	ncbi-curated-short	ECSA	1320
MH647341	ncbi-curated-short	ECSA	1320
MH647342	ncbi-curated-short	ECSA	1320
MH647343	ncbi-curated-short	ECSA	1320
MH647344	ncbi-curated-short	ECSA	1320
MH647345	ncbi-curated-short	ECSA	1320
MH647346	ncbi-curated-short	ECSA	1320
MH647347	ncbi-curated-short	ECSA	1320
MH647348	ncbi-curated-short	ECSA	1320
MH647349	ncbi-curated-short	ECSA	1320
MH647350	ncbi-curated-short	ECSA	1320
MH647351	ncbi-curated-short	ECSA	1320
MH647352	ncbi-curated-short	ECSA	1320
MH647353	ncbi-curated-short	ECSA	1320
MH647354	ncbi-curated-short	ECSA	1320
MH647355	ncbi-curated-short	ECSA	1320
MH647356	ncbi-curated-short	ECSA	1320
MH647357	ncbi-curated-short	ECSA	1320
MH647358	ncbi-curated-short	ECSA	1320
MH647359	ncbi-curated-short	ECSA	1320
MH647360	ncbi-curated-short	ECSA	1320
MH647361	ncbi-curated-short	ECSA	1320
MH647362	ncbi-curated-short	ECSA	1320
MH647363	ncbi-curated-short	ECSA	1320
MH647364	ncbi-curated-short	ECSA	1320
MH647365	ncbi-curated-short	ECSA	1320
MH647366	ncbi-curated-short	ECSA	1320
MH647367	ncbi-curated-short	ECSA	1320
MH647368	ncbi-curated-short	ECSA	1320
MH647369	ncbi-curated-short	ECSA	1320
MH647370	ncbi-curated-short	ECSA	1320
MH647371	ncbi-curated-short	ECSA	1320
MH647372	ncbi-curated-short	ECSA	1320
MH647373	ncbi-curated-short	ECSA	1320
MH647374	ncbi-curated-short	ECSA	1320
MH647375	ncbi-curated-short	ECSA	1320
MH647376	ncbi-curated-short	ECSA	1320
MH647377	ncbi-curated-short	ECSA	1320
MH647378	ncbi-curated-short	ECSA	1320
MH647379	ncbi-curated-short	ECSA	1320
MH647380	ncbi-curated-short	ECSA	1320
MH647381	ncbi-curated-short	ECSA	1320
MH647382	ncbi-curated-short	ECSA	1320
MH647383	ncbi-curated-short	ECSA	1320
MH647384	ncbi-curated-short	ECSA	1320
MH647385	ncbi-curated-short	ECSA	1320
MH647386	ncbi-curated-short	ECSA	1320
MH647387	ncbi-curated-short	ECSA	1320
MH647388	ncbi-curated-short	ECSA	1320
MH647389	ncbi-curated-short	ECSA	1320
MH647390	ncbi-curated-short	ECSA	1320
MH647391	ncbi-curated-short	ECSA	1320
MH647392	ncbi-curated-short	ECSA	1320
MH647393	ncbi-curated-short	ECSA	1320
MH647394	ncbi-curated-short	ECSA	1320
MH647395	ncbi-curated-short	ECSA	1320
MH647396	ncbi-curated-short	ECSA	1320
MH647397	ncbi-curated-short	ECSA	1320
MH647398	ncbi-curated-short	ECSA	1320
MH647399	ncbi-curated-short	ECSA	1320
MH647400	ncbi-curated-short	ECSA	1320
MH647401	ncbi-curated-short	ECSA	1320
MH647402	ncbi-curated-short	ECSA	1320
MH647403	ncbi-curated-short	ECSA	1320
MH647404	ncbi-curated-short	ECSA	1320
MH647405	ncbi-curated-short	ECSA	1320
MH647406	ncbi-curated-short	ECSA	1320
MH647407	ncbi-curated-short	ECSA	1320
MH647408	ncbi-curated-short	ECSA	1320
MH647409	ncbi-curated-short	ECSA	1320
MH647410	ncbi-curated-short	ECSA	1320
MH647411	ncbi-curated-short	ECSA	1320
MH647412	ncbi-curated-short	ECSA	1320
MH647413	ncbi-curated-short	ECSA	1320
MH647414	ncbi-curated-short	ECSA	1320
MH647415	ncbi-curated-short	ECSA	1320
MH647416	ncbi-curated-short	ECSA	1320
MH647417	ncbi-curated-short	ECSA	1320
MH647418	ncbi-curated-short	ECSA	1320
MH647419	ncbi-curated-short	ECSA	1320
MH647420	ncbi-curated-short	ECSA	1320
MH647421	ncbi-curated-short	ECSA	1320
MH647422	ncbi-curated-short	ECSA	1320
MH647423	ncbi-curated-short	ECSA	1320
MH647424	ncbi-curated-short	ECSA	1320
MH647425	ncbi-curated-short	ECSA	1320
MH647426	ncbi-curated-short	ECSA	1320
MH647427	ncbi-curated-short	ECSA	1320
MH647428	ncbi-curated-short	ECSA	1320
MH647429	ncbi-curated-short	ECSA	1320
MH647430	ncbi-curated-short	ECSA	1320
MH647431	ncbi-curated-short	ECSA	1320
MH647432	ncbi-curated-short	ECSA	1320
MH647433	ncbi-curated-short	ECSA	1320
MH647434	ncbi-curated-short	ECSA	1320
MH647435	ncbi-curated-short	ECSA	1320
MH647436	ncbi-curated-short	ECSA	1320
MH647437	ncbi-curated-short	ECSA	1320
MH647438	ncbi-curated-short	ECSA	1320
MH647439	ncbi-curated-short	ECSA	1320
MH647440	ncbi-curated-short	ECSA	1320
MH647441	ncbi-curated-short	ECSA	1320
MH647442	ncbi-curated-short	ECSA	1320
MH647443	ncbi-curated-short	ECSA	1320
MH647444	ncbi-curated-short	ECSA	1320
MH647445	ncbi-curated-short	ECSA	1320
MH647446	ncbi-curated-short	ECSA	1320
MH647447	ncbi-curated-short	ECSA	1320
MH647448	ncbi-curated-short	ECSA	1320
MH647449	ncbi-curated-short	ECSA	1320
MH647450	ncbi-curated-short	ECSA	1320
MH647451	ncbi-curated-short	ECSA	1320
MH647452	ncbi-curated-short	ECSA	1320
MH647453	ncbi-curated-short	Asian	1320
MH647454	ncbi-curated-short	ECSA	1320
MH647455	ncbi-curated-short	ECSA	1320
MH647456	ncbi-curated-short	ECSA	1320
MH647457	ncbi-curated-short	ECSA	1320
MH647458	ncbi-curated-short	ECSA	1320
MH647459	ncbi-curated-short	ECSA	1320
MH647460	ncbi-curated-short	ECSA	1320
MH647461	ncbi-curated-short	ECSA	1320
MH647462	ncbi-curated-short	ECSA	1320
MH647463	ncbi-curated-short	ECSA	1320
MH647464	ncbi-curated-short	ECSA	1320
MH647465	ncbi-curated-short	ECSA	1320
MH647466	ncbi-curated-short	ECSA	1320
MH647467	ncbi-curated-short	ECSA	1320
MH647468	ncbi-curated-short	ECSA	1320
MH647469	ncbi-curated-short	ECSA	1320
MH647470	ncbi-curated-short	ECSA	1320
MH647471	ncbi-curated-short	ECSA	1320
MH647472	ncbi-curated-short	ECSA	1320
MH647473	ncbi-curated-short	Asian	1320
MH647474	ncbi-curated-short	ECSA	1320
MH647475	ncbi-curated-short	ECSA	1320
MH647476	ncbi-curated-short	ECSA	1320
MH647477	ncbi-curated-short	ECSA	1320
MH647478	ncbi-curated-short	ECSA	1320
MH647479	ncbi-curated-short	ECSA	1320
MH647480	ncbi-curated-short	ECSA	1320
MH647481	ncbi-curated-short	ECSA	1320
MH647482	ncbi-curated-short	ECSA	1320
MH647483	ncbi-curated-short	ECSA	1320
MH647484	ncbi-curated-short	ECSA	1320
MH647485	ncbi-curated-short	ECSA	1320
MH647486	ncbi-curated-short	ECSA	1320
MH647487	ncbi-curated-short	ECSA	1320
MH647488	ncbi-curated-short	ECSA	1320
MH647489	ncbi-curated-short	ECSA	1320
MH647490	ncbi-curated-short	ECSA	1320
MH647491	ncbi-curated-short	ECSA	1320
MH647492	ncbi-curated-short	ECSA	1320
MH647493	ncbi-curated-short	ECSA	1320
MH647494	ncbi-curated-short	ECSA	1320
MH647495	ncbi-curated-short	ECSA	1320
MH647496	ncbi-curated-short	ECSA	1320
MH647497	ncbi-curated-short	ECSA	1320
MH647498	ncbi-curated-short	ECSA	1320
MH647499	ncbi-curated-short	ECSA	1320
MH647500	ncbi-curated-short	ECSA	1320
MH647501	ncbi-curated-short	ECSA	1320
MH647502	ncbi-curated-short	ECSA	1320
MH647503	ncbi-curated-short	ECSA	1320
MH647504	ncbi-curated-short	ECSA	1320
MH746782	ncbi-curated-short	ECSA	713
MH746783	ncbi-curated-short	ECSA	744
MH746784	ncbi-curated-short	ECSA	800
MH746785	ncbi-curated-short	ECSA	836
MK040428	ncbi-curated-short	Asian	1044
MK040429	ncbi-curated-short	Asian	1044
MK040430	ncbi-curated-short	Asian	1044
MK045423	ncbi-curated-short	ECSA	2016
MK045424	ncbi-curated-short	ECSA	2016
MK045425	ncbi-curated-short	ECSA	2011
MK045428	ncbi-curated-short	ECSA	871
MK045430	ncbi-curated-short	ECSA	866
MK045432	ncbi-curated-short	ECSA	2011
MK045433	ncbi-curated-short	ECSA	2016
MK045434	ncbi-curated-short	ECSA	1478
MK240310	ncbi-curated-short	Asian	2772
MK240311	ncbi-curated-short	Asian	2772
MK434285	ncbi-curated-short	ECSA	516
MK434286	ncbi-curated-short	ECSA	516
MK434287	ncbi-curated-short	ECSA	516
MK434288	ncbi-curated-short	ECSA	516
MK434289	ncbi-curated-short	ECSA	516
MK434290	ncbi-curated-short	ECSA	516
MK434291	ncbi-curated-short	ECSA	516
MK434292	ncbi-curated-short	ECSA	516
MK434293	ncbi-curated-short	ECSA	516
MK434294	ncbi-curated-short	ECSA	516
MK434295	ncbi-curated-short	ECSA	516
MK434296	ncbi-curated-short	ECSA	516
MK434297	ncbi-curated-short	ECSA	516
MK434298	ncbi-curated-short	ECSA	516
MK434299	ncbi-curated-short	ECSA	516
MK434300	ncbi-curated-short	ECSA	516
MK468802	ncbi-curated-short	ECSA	914
MK715489	ncbi-curated-short	ECSA	678
MK715490	ncbi-curated-short	ECSA	678
MK775711	ncbi-curated-short	ECSA	838
MK910738	ncbi-curated-short	ECSA	713
MK910739	ncbi-curated-short	ECSA	713
MK910740	ncbi-curated-short	ECSA	713
MK972832	ncbi-curated-short	ECSA	619
MK972833	ncbi-curated-short	ECSA	619
MK972834	ncbi-curated-short	ECSA	619
MK972835	ncbi-curated-short	ECSA	619
MK972836	ncbi-curated-short	ECSA	619
MK986662	ncbi-curated-short	ECSA	743
MK992771	ncbi-curated-short	ECSA	646
MN022226	ncbi-curated-short	ECSA	511
MN022227	ncbi-curated-short	ECSA	511
MN022228	ncbi-curated-short	ECSA	511
MN022229	ncbi-curated-short	ECSA	511
MN022230	ncbi-curated-short	ECSA	511
MN022231	ncbi-curated-short	ECSA	511
MN022232	ncbi-curated-short	ECSA	511
MN022233	ncbi-curated-short	ECSA	608
MN022234	ncbi-curated-short	ECSA	608
MN022235	ncbi-curated-short	ECSA	608
MN022236	ncbi-curated-short	ECSA	608
MN022237	ncbi-curated-short	ECSA	608
MN022238	ncbi-curated-short	ECSA	608
MN022239	ncbi-curated-short	ECSA	608
MN047314	ncbi-curated-short	ECSA	1319
MN053046	ncbi-curated-short	ECSA	705
MN053047	ncbi-curated-short	ECSA	738
MN053048	ncbi-curated-short	ECSA	791
MN053049	ncbi-curated-short	ECSA	705
MN053050	ncbi-curated-short	ECSA	687
MN053051	ncbi-curated-short	ECSA	721
MN102099	ncbi-curated-short	ECSA	1770
MN114279	ncbi-curated-short	ECSA	539
MN114280	ncbi-curated-short	ECSA	539
MN114281	ncbi-curated-short	ECSA	539
MN114282	ncbi-curated-short	ECSA	539
MN114283	ncbi-curated-short	ECSA	539
MN114284	ncbi-curated-short	ECSA	539
MN114285	ncbi-curated-short	ECSA	539
MN114286	ncbi-curated-short	ECSA	539
MN114287	ncbi-curated-short	ECSA	539
MN114288	ncbi-curated-short	ECSA	539
MN114289	ncbi-curated-short	ECSA	539
MN114290	ncbi-curated-short	ECSA	539
MN114291	ncbi-curated-short	ECSA	539
MN114292	ncbi-curated-short	ECSA	539
MN114293	ncbi-curated-short	ECSA	539
MN114294	ncbi-curated-short	ECSA	539
MN114295	ncbi-curated-short	ECSA	539
MN114296	ncbi-curated-short	ECSA	539
MN114297	ncbi-curated-short	ECSA	539
MN114298	ncbi-curated-short	ECSA	539
MN114299	ncbi-curated-short	ECSA	539
MN114300	ncbi-curated-short	ECSA	539
MN114301	ncbi-curated-short	ECSA	539
MN114302	ncbi-curated-short	ECSA	539
MN114303	ncbi-curated-short	ECSA	539
MN114304	ncbi-curated-short	ECSA	539
MN114305	ncbi-curated-short	ECSA	539
MN114306	ncbi-curated-short	ECSA	539
MN114307	ncbi-curated-short	ECSA	539
MN114308	ncbi-curated-short	ECSA	539
MN114309	ncbi-curated-short	ECSA	539
MN114310	ncbi-curated-short	ECSA	539
MN114311	ncbi-curated-short	ECSA	539
MN114312	ncbi-curated-short	ECSA	539
MN114313	ncbi-curated-short	ECSA	539
MN114314	ncbi-curated-short	ECSA	539
MN114315	ncbi-curated-short	ECSA	539
MN114316	ncbi-curated-short	ECSA	539
MN114317	ncbi-curated-short	ECSA	539
MN114318	ncbi-curated-short	ECSA	539
MN114319	ncbi-curated-short	ECSA	539
MN114320	ncbi-curated-short	ECSA	539
MN114321	ncbi-curated-short	ECSA	539
MN114322	ncbi-curated-short	ECSA	539
MN114323	ncbi-curated-short	ECSA	539
